flight_id,year,month,day_of_week,airline,origin_airport,destination_airport,scheduled_departure_hour,flight_distance_km,aircraft_turnaround_delay_min,weather_condition,wind_speed_kmh,airport_congestion_index,arrival_delay_minutes,delay_risk_class
FL100278,2022,10,7,B6,SFO,JFK,21,2816,1.3,Rain,35,60,-3,Low_Risk
FL100279,2023,1,1,UA,ATL,ATL,20,2801,11.1,Rain,0,85,32,Moderate_Risk
FL100280,2022,6,2,DL,ATL,ATL,19,785,1.9,Clear,41,44,2,Low_Risk
FL100281,2022,1,5,B6,ATL,ORD,15,407,3.0,Clear,31,31,-2,Low_Risk
FL100282,2023,11,5,B6,SEA,SFO,11,2550,5.9,Rain,43,78,39,Moderate_Risk
FL100283,2023,3,4,WN,ATL,LAX,17,2487,6.6,Rain,25,52,1,Low_Risk
FL100284,2022,8,6,WN,SFO,ATL,23,3230,6.0,Clear,28,71,33,Moderate_Risk
FL100285,2023,10,1,DL,SFO,SEA,2,2686,2.8,Clear,11,32,2,Low_Risk
FL100286,2022,5,6,WN,JFK,DFW,10,1366,22.9,Clear,17,91,37,Moderate_Risk
FL100287,2022,12,6,WN,ATL,SEA,13,3012,5.3,Snow,11,89,102,High_Risk
FL100288,2023,6,7,AA,SFO,SFO,15,2778,0.6,Storm,12,85,69,High_Risk
FL100289,2022,8,5,WN,SEA,SEA,16,2971,1.7,Storm,58,57,86,High_Risk
FL100290,2022,9,2,DL,ORD,ATL,11,3267,17.6,Clear,20,87,18,Moderate_Risk
FL100291,2022,4,3,WN,SFO,ATL,22,2249,11.8,Clear,31,26,-1,Low_Risk
FL100292,2023,3,6,WN,ATL,SFO,17,3478,4.1,Clear,55,95,25,Moderate_Risk
FL100293,2023,11,7,UA,JFK,DEN,17,761,32.3,Clear,20,75,25,Moderate_Risk
FL100294,2023,7,7,UA,ATL,ATL,22,365,4.5,Clear,3,40,-3,Low_Risk
FL100295,2022,3,2,DL,DFW,SFO,3,4066,8.3,Rain,31,94,31,Moderate_Risk
FL100296,2022,1,4,DL,ATL,ATL,21,472,0.6,Rain,35,49,7,Low_Risk
FL100297,2023,2,6,WN,DEN,LAX,3,2181,3.3,Clear,52,40,3,Low_Risk
FL100298,2022,10,6,UA,ATL,SFO,19,4204,12.8,Clear,4,47,-4,Low_Risk
FL100299,2022,3,1,AA,JFK,ATL,22,2306,26.1,Clear,53,27,9,Low_Risk
FL100300,2022,4,3,AA,JFK,JFK,3,2392,14.4,Clear,41,58,0,Low_Risk
FL100301,2022,11,1,AA,DFW,DEN,9,4406,1.1,Clear,14,70,1,Low_Risk
FL100302,2023,4,3,AA,SFO,DFW,19,2560,2.8,Rain,32,68,4,Low_Risk
FL100303,2022,1,4,AA,DFW,SFO,9,2030,1.0,Clear,57,54,6,Low_Risk
FL100304,2022,8,1,B6,SEA,DFW,3,727,40.4,Clear,44,91,35,Moderate_Risk
FL100305,2022,10,1,UA,SFO,SFO,9,2933,10.3,Clear,41,87,13,Low_Risk
FL100306,2022,1,1,DL,DEN,LAX,0,3282,5.0,Clear,43,35,-3,Low_Risk
FL100307,2023,7,1,DL,SFO,JFK,17,3459,9.3,Storm,30,84,85,High_Risk
FL100308,2023,12,4,WN,SEA,DEN,23,1159,2.2,Clear,7,35,-5,Low_Risk
FL100309,2023,8,2,WN,SFO,DFW,23,4092,4.8,Clear,45,74,12,Low_Risk
FL100310,2023,3,2,AA,DEN,ORD,22,1376,1.0,Storm,24,44,62,High_Risk
FL100311,2022,6,6,B6,ORD,JFK,1,1356,2.0,Rain,29,82,21,Moderate_Risk
FL100312,2023,8,3,DL,DEN,DEN,15,1731,2.9,Clear,24,79,32,Moderate_Risk
FL100313,2023,5,4,DL,DFW,ORD,22,737,4.8,Storm,36,27,24,Moderate_Risk
FL100314,2022,5,5,DL,SFO,JFK,8,2097,6.8,Clear,2,44,-5,Low_Risk
FL100315,2022,2,7,B6,DFW,ATL,1,2135,7.7,Clear,47,69,4,Low_Risk
FL100316,2022,6,6,DL,DEN,DFW,16,2268,1.2,Storm,52,63,46,High_Risk
FL100317,2022,9,1,AA,LAX,SFO,17,3682,6.6,Clear,14,67,9,Low_Risk
FL100318,2023,5,7,AA,JFK,ORD,20,2185,15.1,Rain,14,51,6,Low_Risk
FL100319,2022,3,6,B6,LAX,DFW,11,340,12.3,Rain,14,41,6,Low_Risk
FL100320,2023,7,7,UA,JFK,JFK,1,2914,2.7,Rain,16,80,40,Moderate_Risk
FL100321,2023,5,3,DL,LAX,ATL,16,3909,23.7,Clear,17,23,15,Low_Risk
FL100322,2023,10,2,B6,ORD,ORD,20,3527,26.0,Clear,20,82,60,High_Risk
FL100323,2023,9,4,AA,SEA,SFO,0,777,2.0,Rain,32,87,17,Moderate_Risk
FL100324,2022,11,5,DL,ATL,ATL,9,2186,8.8,Snow,52,57,76,High_Risk
FL100325,2022,6,6,AA,SEA,DEN,6,414,3.2,Clear,43,46,6,Low_Risk
FL100326,2022,5,5,AA,DEN,SEA,5,516,4.4,Clear,4,67,6,Low_Risk
FL100327,2022,1,5,B6,SEA,DEN,15,2921,3.4,Clear,3,47,6,Low_Risk
FL100328,2023,10,4,UA,LAX,SFO,17,1555,10.9,Storm,22,28,28,Moderate_Risk
FL100329,2023,8,7,UA,SEA,ATL,3,812,7.1,Clear,25,86,21,Moderate_Risk
FL100330,2022,12,3,WN,JFK,DFW,23,2580,1.9,Clear,15,74,29,Moderate_Risk
FL100331,2023,6,3,DL,JFK,DEN,23,1826,2.9,Clear,24,84,45,Moderate_Risk
FL100332,2022,12,3,WN,DFW,SEA,23,1969,14.7,Clear,12,55,1,Low_Risk
FL100333,2022,10,2,UA,JFK,ATL,16,651,2.9,Clear,58,84,18,Moderate_Risk
FL100334,2022,10,5,B6,DEN,LAX,23,2705,9.1,Storm,30,82,69,High_Risk
FL100335,2022,4,1,AA,LAX,DFW,4,1417,17.7,Clear,8,83,27,Moderate_Risk
FL100336,2023,11,5,WN,ORD,JFK,22,1301,1.1,Storm,5,53,72,High_Risk
FL100337,2022,8,5,AA,JFK,SFO,2,3528,1.7,Rain,48,42,-1,Low_Risk
FL100338,2022,11,1,UA,DFW,DFW,19,2228,29.0,Storm,15,73,59,High_Risk
FL100339,2023,8,3,B6,SFO,LAX,6,2256,3.0,Rain,26,96,35,Moderate_Risk
FL100340,2023,6,6,B6,ORD,ORD,0,1636,57.1,Rain,47,68,10,Low_Risk
FL100341,2023,6,1,UA,ATL,LAX,8,3863,7.1,Storm,10,60,60,High_Risk
FL100342,2023,1,5,DL,DEN,LAX,15,2479,31.7,Storm,35,69,60,High_Risk
FL100343,2022,9,3,UA,ORD,ATL,7,1094,4.6,Clear,36,85,24,Moderate_Risk
FL100344,2023,1,4,AA,DFW,LAX,15,3413,6.8,Clear,33,53,1,Low_Risk
FL100345,2023,11,6,B6,DEN,ORD,14,940,5.6,Rain,55,95,37,Moderate_Risk
FL100346,2023,11,6,DL,DEN,SEA,23,3817,24.9,Rain,58,40,22,Moderate_Risk
FL100347,2022,12,3,UA,JFK,ORD,0,2102,1.7,Clear,47,73,42,Moderate_Risk
FL100348,2022,4,2,B6,DEN,LAX,4,1809,7.1,Clear,39,45,6,Low_Risk
FL100349,2023,11,4,WN,DEN,ORD,12,3052,35.1,Clear,13,81,57,High_Risk
FL100350,2023,1,6,WN,ATL,LAX,22,3585,22.5,Storm,10,76,73,High_Risk
FL100351,2023,5,2,AA,LAX,SEA,14,2620,4.6,Clear,13,67,-5,Low_Risk
FL100352,2022,11,3,WN,LAX,DFW,1,3365,15.2,Clear,21,68,-2,Low_Risk
FL100353,2022,3,2,WN,LAX,SEA,12,3954,1.3,Rain,53,83,37,Moderate_Risk
FL100354,2023,1,7,AA,LAX,JFK,16,806,15.8,Clear,11,81,35,Moderate_Risk
FL100355,2023,7,6,UA,JFK,JFK,0,1204,18.1,Rain,56,80,30,Moderate_Risk
FL100356,2023,6,7,UA,SEA,LAX,2,934,2.3,Rain,58,51,-5,Low_Risk
FL100357,2023,2,6,DL,SEA,LAX,12,774,18.1,Clear,36,90,21,Moderate_Risk
FL100358,2023,7,2,DL,ATL,DFW,17,3544,9.2,Clear,8,63,0,Low_Risk
FL100359,2022,5,3,DL,DFW,DEN,21,3811,19.1,Clear,9,84,21,Moderate_Risk
FL100360,2022,8,7,DL,LAX,SEA,3,1832,36.1,Clear,5,50,21,Moderate_Risk
FL100361,2022,4,7,B6,LAX,SFO,21,3201,1.4,Clear,43,98,13,Low_Risk
FL100362,2023,5,7,AA,DFW,SFO,5,2636,0.7,Clear,1,37,-4,Low_Risk
FL100363,2022,7,2,DL,JFK,LAX,3,4268,43.0,Clear,49,65,21,Moderate_Risk
FL100364,2022,9,6,DL,LAX,JFK,2,1728,0.1,Clear,27,92,21,Moderate_Risk
FL100365,2023,7,5,DL,DEN,SEA,15,4473,15.4,Clear,30,86,18,Moderate_Risk
FL100366,2022,9,7,WN,ORD,JFK,14,2523,2.4,Rain,27,55,-2,Low_Risk
FL100367,2022,2,2,B6,SEA,SEA,15,3157,17.5,Rain,59,29,-5,Low_Risk
FL100368,2022,4,4,UA,ATL,LAX,9,3429,0.8,Rain,18,77,38,Moderate_Risk
FL100369,2022,10,2,B6,JFK,ATL,10,3612,8.7,Rain,33,93,11,Low_Risk
FL100370,2023,8,2,DL,SFO,LAX,20,4399,0.0,Clear,37,94,31,Moderate_Risk
FL100371,2023,11,4,B6,SEA,ORD,20,2547,0.5,Rain,59,56,2,Low_Risk
FL100372,2022,3,2,UA,JFK,ATL,16,4423,0.7,Clear,38,40,7,Low_Risk
FL100373,2022,11,7,AA,SEA,DEN,13,4270,6.7,Storm,33,68,24,Moderate_Risk
FL100374,2022,9,5,DL,SEA,ORD,20,1863,1.4,Storm,0,20,22,Moderate_Risk
FL100375,2023,7,4,WN,DEN,DFW,23,4026,6.6,Rain,30,71,41,Moderate_Risk
FL100376,2023,3,7,AA,SFO,ORD,4,3344,3.2,Rain,32,59,2,Low_Risk
FL100377,2022,10,1,AA,ATL,SEA,15,3386,1.2,Rain,58,75,18,Moderate_Risk
FL100378,2022,2,2,WN,DFW,JFK,21,325,4.4,Clear,35,22,1,Low_Risk
FL100379,2023,4,6,AA,ORD,DFW,21,2772,4.3,Storm,58,72,50,High_Risk
FL100380,2022,1,4,B6,DEN,DFW,7,3457,1.2,Clear,53,39,-1,Low_Risk
FL100381,2022,6,1,WN,SFO,ATL,11,543,5.4,Clear,52,52,7,Low_Risk
FL100382,2022,1,5,B6,SEA,DFW,0,3044,20.7,Rain,22,60,19,Moderate_Risk
FL100383,2022,5,4,UA,ATL,SFO,13,3116,35.9,Rain,39,99,48,High_Risk
FL100384,2023,11,4,UA,ORD,ORD,2,1255,32.5,Clear,53,99,46,High_Risk
FL100385,2022,6,3,DL,SFO,LAX,15,886,39.5,Clear,28,67,6,Low_Risk
FL100386,2023,1,3,WN,ATL,DEN,2,2498,5.4,Clear,23,61,-1,Low_Risk
FL100387,2023,8,2,UA,DEN,LAX,13,1648,10.9,Clear,49,87,6,Low_Risk
FL100388,2022,10,7,UA,SFO,ATL,4,715,12.2,Rain,44,26,8,Low_Risk
FL100389,2022,10,6,B6,SEA,SFO,16,2353,3.4,Clear,15,35,-2,Low_Risk
FL100390,2023,12,5,UA,JFK,DFW,17,2065,8.0,Clear,51,85,18,Moderate_Risk
FL100391,2022,9,4,AA,ATL,DEN,5,2535,1.9,Clear,36,84,24,Moderate_Risk
FL100392,2023,10,5,UA,LAX,ORD,16,2902,14.0,Rain,4,20,4,Low_Risk
FL100393,2022,4,2,WN,JFK,SFO,15,4422,1.4,Clear,50,24,8,Low_Risk
FL100394,2022,11,4,DL,ORD,DFW,0,1236,11.0,Clear,26,64,-3,Low_Risk
FL100395,2023,7,6,AA,JFK,SEA,7,2371,2.1,Clear,24,38,7,Low_Risk
FL100396,2023,5,5,UA,SEA,DEN,20,2742,17.2,Rain,25,95,14,Low_Risk
FL100397,2023,8,3,WN,ORD,JFK,14,4034,9.9,Clear,59,83,31,Moderate_Risk
FL100398,2023,11,4,AA,ORD,SEA,2,3320,0.5,Clear,5,58,8,Low_Risk
FL100399,2023,5,7,DL,LAX,SFO,10,2712,1.9,Clear,16,22,1,Low_Risk
FL100400,2022,6,2,B6,DFW,DEN,20,4077,31.7,Snow,59,64,45,Moderate_Risk
FL100401,2023,10,5,UA,ORD,SEA,2,2225,15.2,Clear,22,60,9,Low_Risk
FL100402,2023,4,5,B6,DFW,SEA,16,3498,27.0,Clear,54,84,42,Moderate_Risk
FL100403,2022,3,3,UA,SEA,DEN,7,3017,9.9,Clear,57,47,-5,Low_Risk
FL100404,2022,7,4,B6,DFW,DFW,6,2081,3.9,Storm,2,52,61,High_Risk
FL100405,2022,7,5,B6,SEA,SEA,23,2747,0.5,Rain,49,62,0,Low_Risk
FL100406,2022,3,4,B6,JFK,DEN,22,491,3.4,Rain,22,44,-1,Low_Risk
FL100407,2022,7,3,B6,SEA,ATL,12,4446,11.6,Rain,21,56,0,Low_Risk
FL100408,2022,2,4,B6,LAX,ORD,0,654,2.2,Clear,1,58,-3,Low_Risk
FL100409,2022,4,1,B6,JFK,JFK,16,1290,11.6,Clear,59,67,-5,Low_Risk
FL100410,2023,5,1,DL,DFW,ORD,16,2782,3.4,Clear,59,63,4,Low_Risk
FL100411,2022,7,1,UA,DEN,LAX,21,2727,6.9,Clear,10,46,1,Low_Risk
FL100412,2022,12,3,UA,ATL,DEN,21,937,1.0,Storm,52,57,57,High_Risk
FL100413,2022,9,7,AA,LAX,LAX,18,4261,6.6,Rain,52,76,32,Moderate_Risk
FL100414,2022,6,1,AA,ATL,SEA,4,1758,0.8,Clear,14,76,11,Low_Risk
FL100415,2023,3,4,AA,DEN,LAX,20,2045,21.6,Clear,21,57,11,Low_Risk
FL100416,2023,8,4,DL,LAX,SFO,19,1321,27.7,Storm,33,61,86,High_Risk
FL100417,2023,10,4,AA,SEA,ATL,8,2675,25.8,Clear,10,92,36,Moderate_Risk
FL100418,2023,10,1,B6,DFW,SEA,21,2924,0.7,Clear,22,20,0,Low_Risk
FL100419,2022,2,5,B6,SEA,DFW,12,2156,2.6,Snow,45,43,49,High_Risk
FL100420,2022,8,4,WN,ATL,DEN,20,415,15.2,Clear,34,49,0,Low_Risk
FL100421,2022,1,1,B6,SFO,SFO,20,3242,5.4,Clear,18,96,30,Moderate_Risk
FL100422,2023,4,4,WN,SFO,SEA,6,4301,2.0,Clear,36,97,25,Moderate_Risk
FL100423,2022,8,7,UA,DEN,SFO,22,3273,0.6,Rain,18,42,7,Low_Risk
FL100424,2023,3,7,WN,JFK,LAX,15,1767,17.0,Clear,7,95,34,Moderate_Risk
FL100425,2023,11,7,B6,DFW,DFW,13,4449,8.2,Rain,14,60,-2,Low_Risk
FL100426,2022,6,2,WN,ATL,ORD,20,1251,1.0,Clear,58,75,40,Moderate_Risk
FL100427,2023,9,7,B6,ATL,SEA,13,599,4.6,Clear,34,69,0,Low_Risk
FL100428,2023,9,6,DL,SFO,SEA,1,1696,2.6,Clear,37,78,34,Moderate_Risk
FL100429,2022,10,5,UA,LAX,DEN,16,3066,7.9,Snow,27,51,70,High_Risk
FL100430,2022,4,7,AA,SEA,SEA,7,2479,29.3,Clear,16,75,60,High_Risk
FL100431,2022,1,4,DL,ATL,SEA,13,1897,4.8,Rain,53,37,1,Low_Risk
FL100432,2022,4,3,WN,SEA,ATL,22,1483,1.8,Clear,4,26,7,Low_Risk
FL100433,2023,3,5,WN,DEN,ATL,23,3433,1.5,Clear,47,68,6,Low_Risk
FL100434,2022,11,3,WN,JFK,ORD,18,3655,31.7,Clear,57,68,26,Moderate_Risk
FL100435,2023,11,3,UA,DFW,ATL,2,611,28.5,Rain,23,87,56,High_Risk
FL100436,2022,5,6,B6,LAX,LAX,16,1341,8.4,Rain,37,50,5,Low_Risk
FL100437,2023,10,3,UA,SEA,ATL,9,3256,7.4,Clear,35,63,9,Low_Risk
FL100438,2023,7,6,WN,SFO,SFO,15,839,1.3,Clear,21,63,5,Low_Risk
FL100439,2023,7,2,WN,DEN,SFO,7,1031,4.1,Clear,3,74,25,Moderate_Risk
FL100440,2022,9,4,UA,ORD,LAX,19,3970,5.1,Clear,15,32,4,Low_Risk
FL100441,2022,8,2,B6,SEA,ATL,2,4389,11.6,Clear,1,31,-2,Low_Risk
FL100442,2023,10,3,B6,JFK,JFK,5,574,17.6,Rain,30,70,0,Low_Risk
FL100443,2023,1,5,AA,DEN,SFO,18,3684,16.9,Clear,8,20,-1,Low_Risk
FL100444,2022,5,7,B6,LAX,DEN,0,4259,13.0,Clear,51,81,18,Moderate_Risk
FL100445,2022,5,1,WN,LAX,DEN,12,3463,17.3,Clear,7,30,2,Low_Risk
FL100446,2022,4,1,DL,ATL,SEA,20,2544,5.3,Clear,12,77,19,Moderate_Risk
FL100447,2022,6,5,WN,LAX,SFO,8,4436,2.7,Rain,59,63,5,Low_Risk
FL100448,2023,1,6,AA,ATL,SEA,10,1071,14.2,Snow,57,21,29,Moderate_Risk
FL100449,2023,4,1,B6,SEA,DFW,9,3996,35.0,Clear,6,40,14,Low_Risk
FL100450,2022,6,5,AA,JFK,JFK,19,3011,17.0,Clear,19,72,23,Moderate_Risk
FL100451,2023,4,4,B6,DEN,DEN,5,2146,3.2,Clear,55,99,35,Moderate_Risk
FL100452,2023,5,4,DL,SFO,SEA,3,2374,5.7,Clear,42,97,22,Moderate_Risk
FL100453,2023,10,7,UA,ATL,DEN,11,2473,7.8,Clear,53,43,-1,Low_Risk
FL100454,2022,6,2,WN,JFK,LAX,0,813,4.3,Clear,14,24,-4,Low_Risk
FL100455,2022,2,4,DL,ATL,ATL,18,1520,1.8,Rain,54,95,23,Moderate_Risk
FL100456,2023,6,5,AA,SFO,LAX,14,4271,11.6,Clear,12,92,20,Moderate_Risk
FL100457,2023,6,6,UA,ATL,SEA,18,2465,8.3,Clear,14,64,4,Low_Risk
FL100458,2023,1,2,AA,DFW,DEN,22,2481,0.0,Clear,7,51,9,Low_Risk
FL100459,2023,11,2,AA,JFK,JFK,16,438,3.9,Clear,2,59,0,Low_Risk
FL100460,2023,7,1,B6,JFK,ATL,3,534,0.3,Rain,47,66,-4,Low_Risk
FL100461,2023,5,6,DL,DFW,DEN,19,2492,1.8,Clear,22,92,34,Moderate_Risk
FL100462,2023,7,6,UA,ORD,DEN,23,2687,42.6,Snow,11,77,122,High_Risk
FL100463,2022,2,6,B6,JFK,LAX,18,3422,5.4,Storm,33,83,103,High_Risk
FL100464,2023,11,2,B6,ORD,DEN,6,4353,31.2,Clear,40,20,16,Moderate_Risk
FL100465,2023,8,2,DL,DEN,DFW,20,4370,1.5,Rain,21,70,-5,Low_Risk
FL100466,2022,10,3,B6,DEN,DEN,5,4039,0.0,Storm,31,50,37,Moderate_Risk
FL100467,2023,2,2,DL,ORD,LAX,5,1039,8.7,Rain,30,54,-3,Low_Risk
FL100468,2022,1,4,B6,SFO,LAX,10,1180,2.9,Rain,3,90,29,Moderate_Risk
FL100469,2023,6,2,B6,ORD,LAX,13,3829,18.1,Storm,56,57,50,High_Risk
FL100470,2022,8,7,AA,ORD,SEA,20,4031,16.1,Clear,29,74,42,Moderate_Risk
FL100471,2023,2,7,AA,ATL,DFW,1,1614,2.4,Rain,51,59,-1,Low_Risk
FL100472,2023,1,4,DL,DEN,DEN,15,464,0.4,Clear,32,31,9,Low_Risk
FL100473,2022,3,6,WN,SFO,LAX,20,718,3.4,Clear,52,93,36,Moderate_Risk
FL100474,2022,7,7,DL,DEN,LAX,5,2736,4.8,Clear,26,48,-1,Low_Risk
FL100475,2023,12,7,UA,JFK,JFK,18,1546,19.3,Rain,29,78,43,Moderate_Risk
FL100476,2022,8,5,DL,DFW,JFK,12,1232,9.3,Clear,36,24,2,Low_Risk
FL100477,2022,3,4,WN,DEN,SEA,1,456,37.9,Clear,1,80,31,Moderate_Risk
FL100478,2023,2,3,WN,SFO,LAX,4,2914,28.7,Clear,56,99,57,High_Risk
FL100479,2023,7,6,AA,ATL,LAX,22,3331,0.8,Clear,12,84,29,Moderate_Risk
FL100480,2023,6,1,DL,ATL,ORD,17,4137,1.0,Clear,15,71,34,Moderate_Risk
FL100481,2022,2,6,B6,DFW,SFO,20,881,6.8,Clear,12,62,-4,Low_Risk
FL100482,2023,8,6,WN,ORD,ATL,1,4376,7.1,Clear,55,95,25,Moderate_Risk
FL100483,2022,1,7,DL,ATL,LAX,4,3532,18.1,Clear,45,82,37,Moderate_Risk
FL100484,2022,6,7,DL,LAX,DFW,10,3568,3.8,Rain,34,31,1,Low_Risk
FL100485,2023,5,5,UA,ATL,DFW,8,4222,16.7,Clear,35,94,24,Moderate_Risk
FL100486,2022,11,1,AA,ORD,DFW,0,3353,0.3,Clear,47,42,1,Low_Risk
FL100487,2022,1,7,B6,SFO,ATL,22,2860,28.9,Snow,47,34,85,High_Risk
FL100488,2023,11,7,WN,JFK,ATL,4,2952,35.3,Clear,43,49,10,Low_Risk
FL100489,2022,7,6,DL,SEA,ATL,8,4461,17.1,Clear,49,90,36,Moderate_Risk
FL100490,2023,2,1,B6,ATL,DFW,20,1221,11.0,Clear,53,85,16,Moderate_Risk
FL100491,2022,2,3,WN,DFW,ATL,3,2500,3.0,Rain,12,22,8,Low_Risk
FL100492,2022,4,1,DL,DEN,ATL,20,1063,34.1,Storm,15,69,92,High_Risk
FL100493,2022,9,2,AA,ATL,ORD,6,431,4.4,Clear,21,46,8,Low_Risk
FL100494,2023,7,4,DL,ORD,ORD,12,1008,4.3,Clear,46,76,7,Low_Risk
FL100495,2023,8,2,WN,SEA,LAX,3,1874,4.4,Snow,35,74,112,High_Risk
FL100496,2023,5,4,WN,SEA,JFK,20,3343,7.8,Clear,53,76,20,Moderate_Risk
FL100497,2023,6,2,AA,DEN,ATL,6,793,3.3,Storm,19,96,93,High_Risk
FL100498,2023,7,5,B6,SFO,SEA,7,723,5.5,Clear,40,23,3,Low_Risk
FL100499,2022,12,6,DL,SEA,LAX,12,1671,13.4,Rain,45,29,-4,Low_Risk
FL100500,2022,4,5,B6,DFW,JFK,21,3234,54.1,Clear,45,25,12,Low_Risk
FL100501,2023,4,6,DL,JFK,DFW,1,4085,0.3,Storm,7,56,53,High_Risk
FL100502,2023,5,7,B6,DEN,JFK,7,1985,9.7,Rain,20,42,0,Low_Risk
FL100503,2023,12,6,WN,JFK,ATL,10,2386,46.6,Clear,33,77,28,Moderate_Risk
FL100504,2023,1,3,UA,ATL,DEN,14,3631,43.9,Rain,43,93,35,Moderate_Risk
FL100505,2022,12,1,UA,ORD,SFO,22,478,5.7,Clear,10,66,7,Low_Risk
FL100506,2022,5,7,WN,JFK,LAX,8,593,15.2,Clear,53,70,-1,Low_Risk
FL100507,2022,2,3,UA,ATL,DFW,9,3222,8.3,Clear,55,63,3,Low_Risk
FL100508,2023,11,5,B6,ATL,ATL,16,2808,16.8,Storm,8,86,74,High_Risk
FL100509,2022,8,7,UA,ATL,DEN,13,4327,3.6,Clear,21,29,3,Low_Risk
FL100510,2022,10,4,DL,ATL,DFW,14,3827,0.1,Rain,14,21,6,Low_Risk
FL100511,2022,2,7,WN,DEN,DEN,6,2132,0.4,Snow,13,98,96,High_Risk
FL100512,2022,12,2,B6,ATL,DEN,15,2063,19.2,Clear,24,30,4,Low_Risk
FL100513,2023,1,7,AA,DFW,DFW,0,795,2.7,Clear,37,45,9,Low_Risk
FL100514,2023,2,4,AA,JFK,DEN,2,2821,5.6,Snow,49,48,37,Moderate_Risk
FL100515,2022,3,1,B6,SEA,SEA,4,2457,1.9,Clear,19,65,6,Low_Risk
FL100516,2022,10,4,DL,ATL,ORD,6,4411,14.5,Storm,27,69,77,High_Risk
FL100517,2022,11,3,B6,DEN,JFK,7,2734,6.6,Rain,24,72,28,Moderate_Risk
FL100518,2022,11,4,B6,DFW,ORD,16,519,13.2,Clear,48,64,1,Low_Risk
FL100519,2022,11,7,B6,ORD,ATL,19,3697,18.1,Rain,2,21,5,Low_Risk
FL100520,2023,7,4,DL,ATL,SEA,4,598,14.2,Rain,0,76,23,Moderate_Risk
FL100521,2022,4,1,AA,DEN,SFO,7,2825,6.5,Storm,13,72,52,High_Risk
FL100522,2022,5,2,DL,ORD,ATL,2,2410,5.4,Clear,58,56,-2,Low_Risk
FL100523,2022,2,6,DL,ATL,DEN,23,2227,30.5,Clear,22,53,10,Low_Risk
FL100524,2023,2,1,UA,ATL,ORD,21,3669,10.2,Rain,31,64,-5,Low_Risk
FL100525,2023,2,7,B6,ATL,DEN,14,4204,16.7,Clear,8,83,48,High_Risk
FL100526,2022,8,3,WN,JFK,DFW,6,1528,0.1,Clear,49,56,0,Low_Risk
FL100527,2023,6,5,UA,SFO,SFO,0,1953,15.8,Rain,49,64,7,Low_Risk
FL100528,2023,11,2,WN,SFO,LAX,4,2536,6.5,Clear,15,60,5,Low_Risk
FL100529,2022,3,2,UA,LAX,LAX,22,3829,12.8,Rain,21,90,20,Moderate_Risk
FL100530,2023,1,3,B6,JFK,LAX,3,3627,13.4,Clear,42,48,1,Low_Risk
FL100531,2022,4,3,B6,SFO,SEA,4,407,4.3,Rain,18,34,-3,Low_Risk
FL100532,2023,11,7,DL,ORD,ATL,21,3409,10.0,Clear,12,49,0,Low_Risk
FL100533,2023,3,3,DL,DFW,JFK,10,2974,5.6,Clear,13,99,38,Moderate_Risk
FL100534,2023,2,4,WN,SFO,SFO,13,1354,22.0,Rain,24,29,19,Moderate_Risk
FL100535,2022,11,7,WN,DEN,SEA,17,3809,9.7,Clear,23,74,29,Moderate_Risk
FL100536,2022,11,3,UA,DEN,DFW,6,4384,3.2,Rain,4,64,5,Low_Risk
FL100537,2022,9,2,DL,JFK,LAX,15,3589,23.7,Clear,16,70,15,Low_Risk
FL100538,2022,6,1,UA,JFK,SFO,6,2463,0.5,Clear,14,46,-3,Low_Risk
FL100539,2022,1,5,UA,ORD,LAX,23,4233,10.1,Clear,5,37,-5,Low_Risk
FL100540,2022,8,2,B6,ORD,DFW,1,2232,11.8,Rain,13,68,2,Low_Risk
FL100541,2023,1,1,B6,ORD,ORD,7,2910,3.1,Rain,44,48,7,Low_Risk
FL100542,2023,7,1,B6,DEN,ORD,23,4213,20.5,Rain,27,64,12,Low_Risk
FL100543,2023,10,3,B6,SFO,ORD,0,910,8.0,Storm,11,64,72,High_Risk
FL100544,2023,3,5,WN,DFW,DFW,21,1831,10.9,Rain,40,84,23,Moderate_Risk
FL100545,2023,12,1,AA,SFO,ATL,12,3391,1.7,Clear,22,96,17,Moderate_Risk
FL100546,2022,4,3,WN,LAX,SFO,8,3706,4.8,Storm,17,41,58,High_Risk
FL100547,2022,10,3,WN,DEN,LAX,14,1140,2.9,Clear,40,59,1,Low_Risk
FL100548,2022,1,3,UA,SEA,DEN,10,1056,6.8,Storm,47,37,75,High_Risk
FL100549,2022,11,7,DL,SEA,ORD,16,4027,12.9,Clear,29,78,13,Low_Risk
FL100550,2022,1,7,WN,LAX,ORD,3,1152,12.4,Clear,17,79,19,Moderate_Risk
FL100551,2023,7,4,B6,DFW,DFW,23,636,0.8,Rain,35,92,20,Moderate_Risk
FL100552,2022,6,4,B6,SFO,SEA,14,3702,30.3,Clear,37,88,21,Moderate_Risk
FL100553,2022,6,6,B6,SEA,ATL,22,3375,2.6,Snow,16,28,43,Moderate_Risk
FL100554,2023,11,5,AA,SFO,LAX,11,1733,5.9,Storm,6,32,22,Moderate_Risk
FL100555,2023,7,3,UA,LAX,ATL,5,2502,11.8,Clear,49,46,0,Low_Risk
FL100556,2022,9,7,DL,DFW,SFO,5,3347,5.5,Clear,6,24,0,Low_Risk
FL100557,2023,7,3,WN,ATL,LAX,11,1314,8.9,Snow,21,80,69,High_Risk
